Torch version: 1.5, 1.5.0
dataset = cityscapes
ignore_label = 255
num_classes = 19
cv split val 2 ['train/monchengladbach', 'train/strasbourg', 'train/stuttgart']
mode val found 655 images
cn num_classes 19
cv split train 2 ['val/munster', 'val/lindau', 'val/frankfurt', 'train/aachen', 'train/bochum', 'train/bremen', 'train/cologne', 'train/darmstadt', 'train/dusseldorf', 'train/erfurt', 'train/hamburg', 'train/hanover', 'train/jena', 'train/krefeld', 'train/tubingen', 'train/ulm', 'train/weimar', 'train/zurich']
mode train found 2820 images
cn num_classes 19
Loading centroid file /var/tmp/fastseg-training/assets/uniform_centroids/cityscapes_cv2_tile1024.json
Found 19 centroids
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
Using Cross Entropy Loss
Trunk: mobilenetv3_small
Model params = 1.1M
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
[epoch 0], [iter 1 / 176], [train main loss 6.299214], [lr 0.010000] [batchtime 0]
[epoch 1], [iter 60 / 176], [train main loss -0.878580], [lr 0.009943] [batchtime 0.434]
[epoch 1], [iter 61 / 176], [train main loss -0.887304], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 62 / 176], [train main loss -0.861063], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 63 / 176], [train main loss -0.792196], [lr 0.009943] [batchtime 0.432]
[epoch 1], [iter 64 / 176], [train main loss -0.779273], [lr 0.009943] [batchtime 0.431]
[epoch 1], [iter 65 / 176], [train main loss -0.759485], [lr 0.009943] [batchtime 0.431]
[epoch 1], [iter 66 / 176], [train main loss -0.750719], [lr 0.009943] [batchtime 0.43]
[epoch 1], [iter 67 / 176], [train main loss -0.740627], [lr 0.009943] [batchtime 0.429]
[epoch 1], [iter 68 / 176], [train main loss -0.730147], [lr 0.009943] [batchtime 0.429]
[epoch 1], [iter 69 / 176], [train main loss -0.700890], [lr 0.009943] [batchtime 0.428]
[epoch 1], [iter 70 / 176], [train main loss -0.644151], [lr 0.009943] [batchtime 0.428]
[epoch 1], [iter 71 / 176], [train main loss -0.656580], [lr 0.009943] [batchtime 0.428]
[epoch 1], [iter 72 / 176], [train main loss -0.641741], [lr 0.009943] [batchtime 0.427]
[epoch 1], [iter 73 / 176], [train main loss -0.711954], [lr 0.009943] [batchtime 0.427]
[epoch 1], [iter 74 / 176], [train main loss -0.705335], [lr 0.009943] [batchtime 0.426]
[epoch 1], [iter 75 / 176], [train main loss -0.681658], [lr 0.009943] [batchtime 0.426]
[epoch 1], [iter 76 / 176], [train main loss -0.687016], [lr 0.009943] [batchtime 0.446]
[epoch 1], [iter 77 / 176], [train main loss -0.711820], [lr 0.009943] [batchtime 0.447]
[epoch 1], [iter 78 / 176], [train main loss -0.716331], [lr 0.009943] [batchtime 0.446]
[epoch 1], [iter 79 / 176], [train main loss -0.692438], [lr 0.009943] [batchtime 0.445]
[epoch 1], [iter 80 / 176], [train main loss -0.716012], [lr 0.009943] [batchtime 0.444]
[epoch 1], [iter 81 / 176], [train main loss -0.678590], [lr 0.009943] [batchtime 0.444]
[epoch 1], [iter 82 / 176], [train main loss -0.672898], [lr 0.009943] [batchtime 0.443]
[epoch 1], [iter 83 / 176], [train main loss -0.688641], [lr 0.009943] [batchtime 0.443]
[epoch 1], [iter 84 / 176], [train main loss -0.679976], [lr 0.009943] [batchtime 0.442]
[epoch 1], [iter 85 / 176], [train main loss -0.693083], [lr 0.009943] [batchtime 0.441]
[epoch 1], [iter 86 / 176], [train main loss -0.713841], [lr 0.009943] [batchtime 0.441]
[epoch 1], [iter 87 / 176], [train main loss -0.719341], [lr 0.009943] [batchtime 0.441]
[epoch 1], [iter 88 / 176], [train main loss -0.739178], [lr 0.009943] [batchtime 0.44]
[epoch 1], [iter 89 / 176], [train main loss -0.720394], [lr 0.009943] [batchtime 0.44]
[epoch 1], [iter 90 / 176], [train main loss -0.728377], [lr 0.009943] [batchtime 0.439]
[epoch 1], [iter 91 / 176], [train main loss -0.720239], [lr 0.009943] [batchtime 0.439]
[epoch 1], [iter 92 / 176], [train main loss -0.723781], [lr 0.009943] [batchtime 0.438]
[epoch 1], [iter 93 / 176], [train main loss -0.739077], [lr 0.009943] [batchtime 0.438]
[epoch 1], [iter 94 / 176], [train main loss -0.732069], [lr 0.009943] [batchtime 0.437]
[epoch 1], [iter 95 / 176], [train main loss -0.735854], [lr 0.009943] [batchtime 0.437]
[epoch 1], [iter 96 / 176], [train main loss -0.759338], [lr 0.009943] [batchtime 0.436]
[epoch 1], [iter 97 / 176], [train main loss -0.772407], [lr 0.009943] [batchtime 0.436]
[epoch 1], [iter 98 / 176], [train main loss -0.783151], [lr 0.009943] [batchtime 0.436]
[epoch 1], [iter 99 / 176], [train main loss -0.770688], [lr 0.009943] [batchtime 0.435]
[epoch 1], [iter 100 / 176], [train main loss -0.772792], [lr 0.009943] [batchtime 0.435]
[epoch 1], [iter 101 / 176], [train main loss -0.763224], [lr 0.009943] [batchtime 0.435]
[epoch 1], [iter 102 / 176], [train main loss -0.766743], [lr 0.009943] [batchtime 0.434]
[epoch 1], [iter 103 / 176], [train main loss -0.756460], [lr 0.009943] [batchtime 0.434]
[epoch 1], [iter 104 / 176], [train main loss -0.751751], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 105 / 176], [train main loss -0.741457], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 106 / 176], [train main loss -0.744720], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 107 / 176], [train main loss -0.725006], [lr 0.009943] [batchtime 0.432]
[epoch 1], [iter 108 / 176], [train main loss -0.734059], [lr 0.009943] [batchtime 0.432]
[epoch 1], [iter 109 / 176], [train main loss -0.721600], [lr 0.009943] [batchtime 0.432]
[epoch 1], [iter 110 / 176], [train main loss -0.703457], [lr 0.009943] [batchtime 0.431]
[epoch 1], [iter 111 / 176], [train main loss -0.709664], [lr 0.009943] [batchtime 0.431]
[epoch 1], [iter 112 / 176], [train main loss -0.715202], [lr 0.009943] [batchtime 0.43]
[epoch 1], [iter 113 / 176], [train main loss -0.715703], [lr 0.009943] [batchtime 0.43]
[epoch 1], [iter 114 / 176], [train main loss -0.737477], [lr 0.009943] [batchtime 0.43]
[epoch 1], [iter 115 / 176], [train main loss -0.741564], [lr 0.009943] [batchtime 0.43]
[epoch 1], [iter 116 / 176], [train main loss -0.726469], [lr 0.009943] [batchtime 0.429]
[epoch 1], [iter 117 / 176], [train main loss -0.740869], [lr 0.009943] [batchtime 0.429]
[epoch 1], [iter 118 / 176], [train main loss -0.748561], [lr 0.009943] [batchtime 0.429]
[epoch 1], [iter 119 / 176], [train main loss -0.761195], [lr 0.009943] [batchtime 0.428]
[epoch 1], [iter 120 / 176], [train main loss -0.773611], [lr 0.009943] [batchtime 0.428]
[epoch 1], [iter 121 / 176], [train main loss -0.799533], [lr 0.009943] [batchtime 0.428]
[epoch 1], [iter 122 / 176], [train main loss -0.809463], [lr 0.009943] [batchtime 0.429]
[epoch 1], [iter 123 / 176], [train main loss -0.781566], [lr 0.009943] [batchtime 0.441]
[epoch 1], [iter 124 / 176], [train main loss -0.789030], [lr 0.009943] [batchtime 0.441]
[epoch 1], [iter 125 / 176], [train main loss -0.802301], [lr 0.009943] [batchtime 0.44]
[epoch 1], [iter 126 / 176], [train main loss -0.799054], [lr 0.009943] [batchtime 0.44]
[epoch 1], [iter 127 / 176], [train main loss -0.807217], [lr 0.009943] [batchtime 0.44]
[epoch 1], [iter 128 / 176], [train main loss -0.783445], [lr 0.009943] [batchtime 0.439]
[epoch 1], [iter 129 / 176], [train main loss -0.788251], [lr 0.009943] [batchtime 0.439]
[epoch 1], [iter 130 / 176], [train main loss -0.815016], [lr 0.009943] [batchtime 0.438]
[epoch 1], [iter 131 / 176], [train main loss -0.804842], [lr 0.009943] [batchtime 0.438]
[epoch 1], [iter 132 / 176], [train main loss -0.823338], [lr 0.009943] [batchtime 0.438]
[epoch 1], [iter 133 / 176], [train main loss -0.817999], [lr 0.009943] [batchtime 0.437]
[epoch 1], [iter 134 / 176], [train main loss -0.824051], [lr 0.009943] [batchtime 0.437]
[epoch 1], [iter 135 / 176], [train main loss -0.809721], [lr 0.009943] [batchtime 0.437]
[epoch 1], [iter 136 / 176], [train main loss -0.794548], [lr 0.009943] [batchtime 0.436]
[epoch 1], [iter 137 / 176], [train main loss -0.788325], [lr 0.009943] [batchtime 0.436]
[epoch 1], [iter 138 / 176], [train main loss -0.786280], [lr 0.009943] [batchtime 0.436]
[epoch 1], [iter 139 / 176], [train main loss -0.771141], [lr 0.009943] [batchtime 0.436]
[epoch 1], [iter 140 / 176], [train main loss -0.754179], [lr 0.009943] [batchtime 0.435]
[epoch 1], [iter 141 / 176], [train main loss -0.749427], [lr 0.009943] [batchtime 0.435]
[epoch 1], [iter 142 / 176], [train main loss -0.757829], [lr 0.009943] [batchtime 0.435]
[epoch 1], [iter 143 / 176], [train main loss -0.745923], [lr 0.009943] [batchtime 0.435]
[epoch 1], [iter 144 / 176], [train main loss -0.750375], [lr 0.009943] [batchtime 0.435]
[epoch 1], [iter 145 / 176], [train main loss -0.768282], [lr 0.009943] [batchtime 0.435]
[epoch 1], [iter 146 / 176], [train main loss -0.769913], [lr 0.009943] [batchtime 0.434]
[epoch 1], [iter 147 / 176], [train main loss -0.747877], [lr 0.009943] [batchtime 0.434]
[epoch 1], [iter 148 / 176], [train main loss -0.732767], [lr 0.009943] [batchtime 0.434]
[epoch 1], [iter 149 / 176], [train main loss -0.730249], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 150 / 176], [train main loss -0.732347], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 151 / 176], [train main loss -0.728417], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 152 / 176], [train main loss -0.732215], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 153 / 176], [train main loss -0.714953], [lr 0.009943] [batchtime 0.432]
[epoch 1], [iter 154 / 176], [train main loss -0.723309], [lr 0.009943] [batchtime 0.432]
[epoch 1], [iter 155 / 176], [train main loss -0.728471], [lr 0.009943] [batchtime 0.432]
[epoch 1], [iter 156 / 176], [train main loss -0.717885], [lr 0.009943] [batchtime 0.432]
[epoch 1], [iter 157 / 176], [train main loss -0.708604], [lr 0.009943] [batchtime 0.432]
[epoch 1], [iter 158 / 176], [train main loss -0.729073], [lr 0.009943] [batchtime 0.431]
[epoch 1], [iter 159 / 176], [train main loss -0.743475], [lr 0.009943] [batchtime 0.431]
[epoch 1], [iter 160 / 176], [train main loss -0.740219], [lr 0.009943] [batchtime 0.431]
[epoch 1], [iter 161 / 176], [train main loss -0.728024], [lr 0.009943] [batchtime 0.43]
[epoch 1], [iter 162 / 176], [train main loss -0.728179], [lr 0.009943] [batchtime 0.43]
[epoch 1], [iter 163 / 176], [train main loss -0.736307], [lr 0.009943] [batchtime 0.43]
[epoch 1], [iter 164 / 176], [train main loss -0.736998], [lr 0.009943] [batchtime 0.43]
[epoch 1], [iter 165 / 176], [train main loss -0.750398], [lr 0.009943] [batchtime 0.429]
[epoch 1], [iter 166 / 176], [train main loss -0.758161], [lr 0.009943] [batchtime 0.429]
[epoch 1], [iter 167 / 176], [train main loss -0.770390], [lr 0.009943] [batchtime 0.429]
[epoch 1], [iter 168 / 176], [train main loss -0.758737], [lr 0.009943] [batchtime 0.429]
[epoch 1], [iter 169 / 176], [train main loss -0.755781], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 170 / 176], [train main loss -0.771934], [lr 0.009943] [batchtime 0.434]
[epoch 1], [iter 171 / 176], [train main loss -0.767332], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 172 / 176], [train main loss -0.762944], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 173 / 176], [train main loss -0.755430], [lr 0.009943] [batchtime 0.433]
[epoch 1], [iter 174 / 176], [train main loss -0.756141], [lr 0.009943] [batchtime 0.432]
[epoch 1], [iter 175 / 176], [train main loss -0.764894], [lr 0.009943] [batchtime 0.432]
[epoch 1], [iter 176 / 176], [train main loss -0.769019], [lr 0.009943] [batchtime 0.432]
validating[Iter: 1 / 81]
validating[Iter: 21 / 81]
validating[Iter: 41 / 81]
validating[Iter: 61 / 81]
validating[Iter: 81 / 81]
IoU:
  Id  label            iU_1.0     TP      FP      FN    Precision    Recall
----  -------------  --------  -----  ------  ------  -----------  --------
   0  road              73.71  35.50    0.02    0.33         0.98      0.75
   1  sidewalk           0.38   0.03  258.42    6.10         0.00      0.14
   2  building          40.30  13.33    0.99    0.49         0.50      0.67
   3  wall               0.00   0.00  inf     nan            0.00    nan
   4  fence              0.00   0.00  inf     nan            0.00    nan
   5  pole               0.00   0.00  inf     nan            0.00    nan
   6  traffic light      0.00   0.00  inf     nan            0.00    nan
   7  traffic sign       0.15   0.00  663.89    0.06         0.00      0.94
   8  vegetation        40.14  10.09    0.23    1.27         0.82      0.44
   9  terrain            1.46   0.01   64.59    2.72         0.02      0.27
  10  sky               65.69   3.47    0.12    0.41         0.90      0.71
  11  person             0.00   0.00  inf     nan            0.00    nan
  12  rider              0.00   0.00  inf     nan            0.00    nan
  13  car               21.62   2.13    2.32    1.31         0.30      0.43
  14  truck              0.00   0.00  inf     nan            0.00    nan
  15  bus                0.00   0.00  inf     nan            0.00    nan
  16  train              0.00   0.00  inf     nan            0.00    nan
  17  motorcycle         0.00   0.00  inf     nan            0.00    nan
  18  bicycle            0.00   0.00  inf     nan            0.00    nan
Mean: 12.81
-----------------------------------------------------------------------------------------------------------
this : [epoch 1], [val loss 1.05094], [acc 0.64552], [acc_cls 0.18480], [mean_iu 0.12813], [fwavacc 0.46583]
best : [epoch 1], [val loss 1.05094], [acc 0.64552], [acc_cls 0.18480], [mean_iu 0.12813], [fwavacc 0.46583]
-----------------------------------------------------------------------------------------------------------
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
[epoch 2], [iter 1 / 176], [train main loss -1.129473], [lr 0.009886] [batchtime 0]
[epoch 2], [iter 2 / 176], [train main loss -0.516523], [lr 0.009886] [batchtime 0]
[epoch 2], [iter 3 / 176], [train main loss -0.574617], [lr 0.009886] [batchtime 0]
[epoch 2], [iter 4 / 176], [train main loss -0.499802], [lr 0.009886] [batchtime 0]
[epoch 2], [iter 5 / 176], [train main loss -0.476173], [lr 0.009886] [batchtime 0]
[epoch 2], [iter 6 / 176], [train main loss -0.466887], [lr 0.009886] [batchtime 0]
[epoch 2], [iter 7 / 176], [train main loss -0.340707], [lr 0.009886] [batchtime 0]
[epoch 2], [iter 8 / 176], [train main loss -0.584397], [lr 0.009886] [batchtime 0]
[epoch 2], [iter 9 / 176], [train main loss -0.559859], [lr 0.009886] [batchtime 0]
[epoch 2], [iter 10 / 176], [train main loss -0.380817], [lr 0.009886] [batchtime 0]
[epoch 2], [iter 11 / 176], [train main loss -0.301198], [lr 0.009886] [batchtime 0.373]
[epoch 2], [iter 12 / 176], [train main loss -0.370484], [lr 0.009886] [batchtime 0.398]
[epoch 2], [iter 13 / 176], [train main loss -0.568328], [lr 0.009886] [batchtime 0.398]
[epoch 2], [iter 14 / 176], [train main loss -0.821590], [lr 0.009886] [batchtime 0.406]
[epoch 2], [iter 15 / 176], [train main loss -0.758830], [lr 0.009886] [batchtime 0.443]
[epoch 2], [iter 16 / 176], [train main loss -0.795564], [lr 0.009886] [batchtime 0.436]
[epoch 2], [iter 17 / 176], [train main loss -0.772965], [lr 0.009886] [batchtime 0.431]
[epoch 2], [iter 18 / 176], [train main loss -0.936966], [lr 0.009886] [batchtime 0.427]
[epoch 2], [iter 19 / 176], [train main loss -0.947378], [lr 0.009886] [batchtime 0.425]
[epoch 2], [iter 20 / 176], [train main loss -1.148342], [lr 0.009886] [batchtime 0.421]
[epoch 2], [iter 21 / 176], [train main loss -1.018483], [lr 0.009886] [batchtime 0.42]
[epoch 2], [iter 22 / 176], [train main loss -1.004834], [lr 0.009886] [batchtime 0.418]
[epoch 2], [iter 23 / 176], [train main loss -0.994521], [lr 0.009886] [batchtime 0.417]
[epoch 2], [iter 24 / 176], [train main loss -0.954281], [lr 0.009886] [batchtime 0.417]
[epoch 2], [iter 25 / 176], [train main loss -0.884082], [lr 0.009886] [batchtime 0.415]
[epoch 2], [iter 26 / 176], [train main loss -0.772797], [lr 0.009886] [batchtime 0.414]
[epoch 2], [iter 27 / 176], [train main loss -0.807080], [lr 0.009886] [batchtime 0.413]
[epoch 2], [iter 28 / 176], [train main loss -0.948250], [lr 0.009886] [batchtime 0.413]
[epoch 2], [iter 29 / 176], [train main loss -1.017058], [lr 0.009886] [batchtime 0.412]
[epoch 2], [iter 30 / 176], [train main loss -0.953491], [lr 0.009886] [batchtime 0.411]
[epoch 2], [iter 31 / 176], [train main loss -0.895111], [lr 0.009886] [batchtime 0.411]
[epoch 2], [iter 32 / 176], [train main loss -0.860855], [lr 0.009886] [batchtime 0.41]
[epoch 2], [iter 33 / 176], [train main loss -0.794161], [lr 0.009886] [batchtime 0.41]
[epoch 2], [iter 34 / 176], [train main loss -0.801935], [lr 0.009886] [batchtime 0.409]
[epoch 2], [iter 35 / 176], [train main loss -0.805495], [lr 0.009886] [batchtime 0.409]
[epoch 2], [iter 36 / 176], [train main loss -0.815478], [lr 0.009886] [batchtime 0.408]
[epoch 2], [iter 37 / 176], [train main loss -0.786924], [lr 0.009886] [batchtime 0.408]
[epoch 2], [iter 38 / 176], [train main loss -0.830980], [lr 0.009886] [batchtime 0.407]
[epoch 2], [iter 39 / 176], [train main loss -0.858624], [lr 0.009886] [batchtime 0.427]
[epoch 2], [iter 40 / 176], [train main loss -0.911725], [lr 0.009886] [batchtime 0.426]
[epoch 2], [iter 41 / 176], [train main loss -0.896128], [lr 0.009886] [batchtime 0.425]
[epoch 2], [iter 42 / 176], [train main loss -0.893275], [lr 0.009886] [batchtime 0.424]
[epoch 2], [iter 43 / 176], [train main loss -0.889706], [lr 0.009886] [batchtime 0.424]
[epoch 2], [iter 44 / 176], [train main loss -0.870081], [lr 0.009886] [batchtime 0.423]
[epoch 2], [iter 45 / 176], [train main loss -0.827256], [lr 0.009886] [batchtime 0.422]
[epoch 2], [iter 46 / 176], [train main loss -0.823909], [lr 0.009886] [batchtime 0.422]
[epoch 2], [iter 47 / 176], [train main loss -0.802514], [lr 0.009886] [batchtime 0.421]
[epoch 2], [iter 48 / 176], [train main loss -0.804022], [lr 0.009886] [batchtime 0.42]
[epoch 2], [iter 49 / 176], [train main loss -0.791155], [lr 0.009886] [batchtime 0.42]
[epoch 2], [iter 50 / 176], [train main loss -0.746328], [lr 0.009886] [batchtime 0.419]
[epoch 2], [iter 51 / 176], [train main loss -0.759273], [lr 0.009886] [batchtime 0.419]
[epoch 2], [iter 52 / 176], [train main loss -0.726964], [lr 0.009886] [batchtime 0.419]
[epoch 2], [iter 53 / 176], [train main loss -0.754675], [lr 0.009886] [batchtime 0.418]
[epoch 2], [iter 54 / 176], [train main loss -0.803850], [lr 0.009886] [batchtime 0.418]
[epoch 2], [iter 55 / 176], [train main loss -0.759527], [lr 0.009886] [batchtime 0.417]
[epoch 2], [iter 56 / 176], [train main loss -0.735714], [lr 0.009886] [batchtime 0.417]
[epoch 2], [iter 57 / 176], [train main loss -0.738412], [lr 0.009886] [batchtime 0.417]
[epoch 2], [iter 58 / 176], [train main loss -0.747077], [lr 0.009886] [batchtime 0.417]
[epoch 2], [iter 59 / 176], [train main loss -0.786312], [lr 0.009886] [batchtime 0.416]
[epoch 2], [iter 60 / 176], [train main loss -0.776391], [lr 0.009886] [batchtime 0.416]
[epoch 2], [iter 61 / 176], [train main loss -0.754216], [lr 0.009886] [batchtime 0.416]
[epoch 2], [iter 62 / 176], [train main loss -0.770755], [lr 0.009886] [batchtime 0.416]
[epoch 2], [iter 63 / 176], [train main loss -0.768901], [lr 0.009886] [batchtime 0.419]
[epoch 2], [iter 64 / 176], [train main loss -0.771399], [lr 0.009886] [batchtime 0.419]
[epoch 2], [iter 65 / 176], [train main loss -0.794876], [lr 0.009886] [batchtime 0.418]
[epoch 2], [iter 66 / 176], [train main loss -0.832674], [lr 0.009886] [batchtime 0.418]
[epoch 2], [iter 67 / 176], [train main loss -0.798192], [lr 0.009886] [batchtime 0.418]
[epoch 2], [iter 68 / 176], [train main loss -0.799977], [lr 0.009886] [batchtime 0.417]
[epoch 2], [iter 69 / 176], [train main loss -0.761730], [lr 0.009886] [batchtime 0.417]
[epoch 2], [iter 70 / 176], [train main loss -0.757654], [lr 0.009886] [batchtime 0.417]
[epoch 2], [iter 71 / 176], [train main loss -0.776101], [lr 0.009886] [batchtime 0.417]
[epoch 2], [iter 72 / 176], [train main loss -0.838376], [lr 0.009886] [batchtime 0.416]
[epoch 2], [iter 73 / 176], [train main loss -0.826768], [lr 0.009886] [batchtime 0.416]
[epoch 2], [iter 74 / 176], [train main loss -0.811312], [lr 0.009886] [batchtime 0.416]
[epoch 2], [iter 75 / 176], [train main loss -0.808542], [lr 0.009886] [batchtime 0.416]
[epoch 2], [iter 76 / 176], [train main loss -0.807125], [lr 0.009886] [batchtime 0.416]
[epoch 2], [iter 77 / 176], [train main loss -0.776201], [lr 0.009886] [batchtime 0.415]
[epoch 2], [iter 78 / 176], [train main loss -0.767071], [lr 0.009886] [batchtime 0.415]
[epoch 2], [iter 79 / 176], [train main loss -0.786219], [lr 0.009886] [batchtime 0.415]
[epoch 2], [iter 80 / 176], [train main loss -0.792858], [lr 0.009886] [batchtime 0.415]
[epoch 2], [iter 81 / 176], [train main loss -0.789431], [lr 0.009886] [batchtime 0.415]
[epoch 2], [iter 82 / 176], [train main loss -0.784557], [lr 0.009886] [batchtime 0.414]
[epoch 2], [iter 83 / 176], [train main loss -0.806189], [lr 0.009886] [batchtime 0.414]
[epoch 2], [iter 84 / 176], [train main loss -0.777707], [lr 0.009886] [batchtime 0.414]
[epoch 2], [iter 85 / 176], [train main loss -0.778741], [lr 0.009886] [batchtime 0.414]
[epoch 2], [iter 86 / 176], [train main loss -0.749655], [lr 0.009886] [batchtime 0.414]
[epoch 2], [iter 87 / 176], [train main loss -0.757576], [lr 0.009886] [batchtime 0.416]
[epoch 2], [iter 88 / 176], [train main loss -0.729989], [lr 0.009886] [batchtime 0.416]
[epoch 2], [iter 89 / 176], [train main loss -0.746927], [lr 0.009886] [batchtime 0.416]
[epoch 2], [iter 90 / 176], [train main loss -0.751723], [lr 0.009886] [batchtime 0.415]
[epoch 2], [iter 91 / 176], [train main loss -0.750163], [lr 0.009886] [batchtime 0.415]
[epoch 2], [iter 92 / 176], [train main loss -0.766567], [lr 0.009886] [batchtime 0.415]
[epoch 2], [iter 93 / 176], [train main loss -0.752356], [lr 0.009886] [batchtime 0.414]
[epoch 2], [iter 94 / 176], [train main loss -0.759024], [lr 0.009886] [batchtime 0.414]
[epoch 2], [iter 95 / 176], [train main loss -0.776291], [lr 0.009886] [batchtime 0.414]
[epoch 2], [iter 96 / 176], [train main loss -0.785350], [lr 0.009886] [batchtime 0.414]
[epoch 2], [iter 97 / 176], [train main loss -0.783357], [lr 0.009886] [batchtime 0.414]
[epoch 2], [iter 98 / 176], [train main loss -0.774956], [lr 0.009886] [batchtime 0.413]
